"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2020-05-01","Western Sydney (Londonderry)","956000007834921","Jak Jak","2024-11-25","MALE","","Hi there I’m Jak Jak, and I’m looking for a loving home I can teleport to like the incredible hound I know I am. I am currently in foster care with an amazing foster mum - have a read of what she says about me! He's really into his daily walks these days. Once he’s fully settled into a home and has started going on consistent walks around the same location, he gets really into his sniffaris and checking the pee-mail… we walk partly on the road in the quiet streets, then along the footpath on a busier road around the park (helps stop his nails getting too long) and he loves checking out each tree and is quite interested in clover patches. He’s been quite brave. He’s progressed from half hour walks and now he seems to like to meander around for an hour up and down the hills in the park, we only actually walk about 2 kms, so not a long walk. Some days he starts out strong and pulls you along at a good pace until he gets a little tired or distracted with smells, other days it’s a slow meander with lots of stops to smell everything. He would definitely benefit from a playmate at times, or maybe some playdates. Jak is quite lazy with his eating habits, preferring to take his meals in bed or on the couch where he can lie down while he eats – he’s also very partial to dental chews. What’s best suited to Jak Jak: ✅ Quiet and calm household with no kids ✅ Another calm, gentle and confident large sized dog that could show him the ropes ✅ A yard (so he can toilet and have an escape if needed) ✅ Full time workers with a courtyard/backyard access **Jak Jak is on daily medication which he takes straight off the peanut-butter covered spoon his foster mum gives him! **","jak-jak-1",""
"2015-06-01","Western Sydney (Londonderry)","956000004347250","Woody","2024-11-25","MALE","","*Woody is in foster care with 2 greyhound buddies, one male one female - contact the Western Sydney team to meet him* Do you have a doggie squad looking to add a placid but young at heart senior to the mix? My foster carers call me smoochy, cuddly, quirky, smart & obedient, even bossy sometimes! I do learn the rules very quickly though. I love people, any one who can pat me! My foster carers tell me I'm a special ""blue fawn"" colour which is apparently quite rare! You think that my super friendly nature would make me needy, but in fact, my foster family go away for full time work & I'm totally blasé about it with my 2 doggie pals next to me. Yep, I am known to jump on the couch for a cuddle, too. I'm a lazy bones but happy for a daily stroll where I promise to walk perfectly on the lead. I'm ready to share my multi-dog home life experience, tried and tested pet skills, affectionate nature & goofy ways with you! Come meet Woody today and discover the love that only a senior greyhound can offer.","woody-western-sydney-1",""
"2021-02-01","Western Sydney (Londonderry)","956000011661850","Onyx","2024-11-25","MALE","","Hi! I’m Onyx and I’m looking a loving family to call my own. I’m a friendly and playful guy and I know I can make a family so happy! I will suit a home where my family are home more often than not, and with some time, love and patience I will be able to settle for much longer once I get used to my new routine. I can be excitable at times and would love a backyard to have a run around in and play with all my toys. I get on well with the other hounds here at GAP, big or small I love them all - but I do like my friends calm and relaxed. So, if you have a quiet doggie friend for me to hang out with, please bring them along for a meet and greet. Maybe you have a senior small dog looking for an upbeat companion? Even though I can be excitable at times, I still have a calm, affectionate and loving side, I cant wait to hang out inside with my new family and nap the afternoon away. If your as eager to meet me as I am to meet you, please come and meet me at the Western Sydney facility and I promise I can show you just how much love I have to give, and how destined I am to be your beloved pet!","onyx-1",""
"2021-08-01","Western Sydney (Londonderry)","956000014500733","Disco","2024-11-25","FEMALE","","Disco is a high energy bundle of joy who is looking for her forever home! Her boundless energy makes her the perfect companion for a household ready to spend time playing and getting her walkies in. She will very quickly become your new best friend and would enjoy having people around more often in the early stages of being in her new home. Disco could also do well with another medium/large sized calm dog friend, pending a meet & greet. This happy girl would thrive in a home with less stimulation, where she can focus all her attention on learning to be the most amazing pet she can be. If you’re looking for a dog who’s always ready to bring the fun, Disco may be the one for you!","disco-4",""
"2021-05-01","Broken Hill","9560000131119553","Disco","2024-11-25","FEMALE","","Disco is a spirited and delightful young Greyhound who is ready to bring boundless energy and joy into your life. Her playful nature and love for zoomies make her a perfect match for an active, young family. Disco is a charming young girl with a vibrant personality. Her enthusiasm and zest for life are truly infectious, making her a joy to be around. One of Disco’s favorite pastimes is having a good run, or “zoomies,” where she can let loose and show off her speedy moves. She’ll keep you entertained with her bursts of playful energy and speedy sprints. Disco’s lively nature and affectionate demeanor make her a fantastic fit for an active family. She’ll thrive in an environment where she can participate in family activities, play with kids, and enjoy regular exercise. If you’re looking for a Greyhound who is both loving and full of energy, Disco could be the perfect addition to your family. Her playful spirit and affectionate nature will bring a lot of joy and excitement to your home.","disco-3",""
"2019-12-01","Western Sydney (Londonderry)","956000007464856","Blaze","2024-11-25","MALE","","If you're looking for a sweet and loving boy than look no further than our lovely Blaze! Blaze is a calm and gentle boy who walks beautifully on the lead. He is quite confident with people and enjoys attention getting lots pats and scratches. Blaze can settle on his own for only a couple of hours at a time and would prefer a home where his family are home most of the time. A home with a backyard would be best for Blaze to nap and play in. Blaze has not had experience around children but we think he would be okay with older, respectful children. Blaze is a gorgeous dog and will make the best pet! If you think Blaze sounds like the right dog for you then apply to adopt him today!","blaze-4",""
"2018-04-01","Western Sydney (Londonderry)","956000006811877","Tweety","2024-11-25","MALE","","Tweety is currently in a foster home in a studio apartment. If you were interested in meeting him, please contact the Western Sydney adoption centre. Foster Update: ""He has taken very well to apartment living with short trips outside every few hours. He is toilet trained which has made it very easy. He walks perfectly on the lead and hasn't shown signs of aggression or even interest in other dogs. He is more focused on doing his own thing. Even with the storms and some fireworks in my area recently he was not phased."" This super sweet, friendly, affectionate boy is Tweety, he loves people & has perfected the ""greyhound lean"". Tweety is very friendly toward not only people but other dogs, too. He has conquered stairs and can live in a unit apartment. He is a lazy and laid back boy who would suit longer hours left alone once being built up to them in a home environment. This beautiful birdie is saying ""I tought I taw a forever home!"". Tweety is available from the Western Sydney Adoption centre.","tweety",""
"2022-10-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000015731363","Snowy","2024-11-25","FEMALE","","Meet Snowy, a gentle and graceful soul searching for a patient and loving home. Though initially reserved, Snowy has a placid nature, making her a wonderfully calming grey for those who appreciate a quieter demeanor. Her gentle energy is perfect for someone who values serenity and is willing to give Snowy the space she needs in those initial days. Once Snowy feels comfortable in her surroundings, her personality truly starts to shine. She becomes playful and engaging, revealing a charming side that is sure to win over your heart. For Snowy, a perfect home environment will be one where patience and understanding take center stage. This environment will allow her ample time to adapt, unlock her spirited playfulness, and find her groove in her own time.","snowy-3",""
"2020-03-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000012195822","Lizzie","2024-11-25","FEMALE","","Meet Lizzie, an easy-going soul with a placid nature and a relaxed temperament that endears her to everyone she meets. Her gentle disposition makes her an absolute pleasure to have around and the perfect addition to a household. A self-confessed couch potato, Lizzie treasures quiet afternoons spent lounging around on the couch. Her favorite pastimes include soaking in the sun from a warm spot by the window. She's compatible with all canine friends she's encountered, including lively Italian Greyhounds and adorable Mini Spoodle, initially she was nervous but adjusted well and had a relaxed and neutral response.","lizzie-1",""
"2022-11-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000011371334","Bert","2024-11-25","MALE","","Bert is ready to find his forever home, this boy has personality+, boasts confidence and loves to come along for pats and cuddles anytime he wants. Bert is social with other greyhounds and spends a lot of time relaxing or playing. He can still be a bit sporadic on lead and excitable but given his age with a the right training and time, he will adapt quickly. Bert would be suited to a house with a backyard so if he has any energy he can have a good explore and play around.","bert-2",""
