"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2020-10-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000007455878","Bob","2025-09-22","MALE","","Meet Bob 🐾 Introducing Bob, a gentle, affectionate greyhound with a heart full of love and a calm, easy-going nature. Bob is the kind of companion who doesn’t need much – just a quiet home, some treats, and a loving human (or two) to call his own. Bob is friendly with other dogs, cat-tolerant, and would do well in a home with older, respectful children. His gentle demeanour and soft, soulful eyes make him a peaceful presence, and he’s happiest when surrounded by the people he loves. This sweet boy has so much affection to give and loves nothing more than being close to his human family. He’s more than happy to chill out for most of the day, watching the world go by from a comfy spot in the house, or curling up next to you for some quiet company. Bob isn’t looking for adventure – just a calm, loving home where he can feel safe, relaxed, and cherished. If you’re after a loyal companion who will bring peace, love, and gentle tail wags into your life, Bob might just be the perfect match. He’s ready to settle down and soak up all the love his forever family has to offer – could that be you?","bob-16",""
"2021-11-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000007432260","Roy","2025-09-22","MALE","","Meet Roy 🐶 Say hello to Roy, a calm and affectionate greyhound who's ready to find his forever home. With his sweet nature and gentle personality, Roy is the kind of companion who will quietly steal your heart – and your couch! Roy loves a peaceful lifestyle and would be happiest in a calm, relaxed home where he can take things at his own pace. He gets along beautifully with other dogs and is friendly with children, making him a lovely addition to a family or a quiet household looking for a gentle companion. Roy is also cat-tolerant, and, with a slow and careful introduction, he could live with a confident cat or even pocket pets. He’s a respectful boy who just needs a bit of time to adjust to new furry friends. On walks, Roy can be a little eager at first and might pull on the lead, but once he settles in, he walks nicely and enjoys his outings without a fuss. At home, he’s calm, affectionate, and always up for a quiet cuddle or a nap in a sunny spot. If you're looking for a laid-back, loving greyhound who gets along with everyone and thrives in a peaceful environment, Roy could be the perfect fit. He’s ready to shower his forever family with quiet love and loyal companionship.","roy-7",""
"2024-05-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000015654585","Nicko","2025-09-22","MALE","","Meet Nicko 💤 🐾 Looking for a calm, low-maintenance companion to match your relaxed lifestyle? Nicko might be your perfect match. This laid-back greyhound boy is the definition of cool, calm, and collected. With his gentle nature and love for the quiet life, Nicko would thrive in a peaceful home with someone who enjoys a slower pace and values the joy of simple companionship. Nicko is incredibly relaxed around other dogs and enjoys the company of canine friends. He’s also shown a calm curiosity around children, making him a lovely addition to a home with respectful kids who understand his mellow vibe. And here's a bonus – Nicko could live with a cat! With a careful and slow introduction, he may adapt well to a feline housemate, making him a rare gem in the greyhound world. Nicko isn't the type to demand constant attention or high-energy adventures – a comfy bed, a few gentle walks, and the quiet presence of his human(s) is all he needs to be content. He’s ideal for someone who works from home, is retired, or simply prefers the comfort of a more peaceful routine. If you’re ready to share your life with a sweet, chilled-out greyhound who just wants to be near you and enjoy the calm moments, Nicko is waiting to meet you.","nicko",""
"2020-07-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000007840661","Emma","2025-09-22","FEMALE","","Meet Emma 🐾 Say hello to Emma, a gentle, affectionate, and quietly charming greyhound with a heart full of love. With her graceful presence and calm nature, Emma is the kind of dog who quickly becomes the heart of any home. She loves nothing more than spending time with her people – whether that’s relaxing on the couch, following you around the house, or just being nearby while you work or unwind. Emma walks beautifully on the lead and enjoys her daily strolls, especially when she gets to catch up with her greyhound friends. She’s well-mannered around other medium to large dogs and has a calm, friendly way about her that makes her easy to get along with. Emma is also great with children and would be a wonderful companion for a family or a household with visiting grandkids. While she’s happy to snooze the day away in true greyhound fashion, Emma does best when she has company. She would thrive in a home where someone is around most of the time – whether you work part-time or from home, Emma will be your loyal and loving sidekick. If you’re looking for a gentle soul with lots of love to give, Emma is ready to steal your heart and become your new best friend.","emma-5",""
"2019-05-01","Western Sydney (Londonderry)","956000009590292","Arthur (Western Sydney)","2025-09-22","MALE","","*I'm currently in a foster home* And I say HEY! What a wonderful kind of day. If you can learn to work and play and get along with Arthur the greyhound! Arthur is a total cutie pie. He is the star of the show, much like the 90's show! He is a shy boy at heart, but loves smooches and cuddles once you get to know him. A backyard or courtyard would be suitable but he can also live in an apartment home as he enjoys settling quietly indoors and can do stair cases. He walks on a loose lead, as well as learning some training cues like 'on your bed' and 'off your bed'... Talk about talented! It's a simple message and it comes from the heart, Believe in this (and in Arthur the greyhound) for that's the place to start! Arthur is available from the Western Sydney adoption centre.","arthur-5",""
"2024-03-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000015745023","JoJo","2025-09-22","FEMALE","","Meet Jojo! This lovely little lady is small (23kg) and shorter in stature without the long legs and is as sweet and charming as they come. Jojo is a relaxed, easy-going girl who’s just as happy doing zoomies in the backyard as she is snuggling up on the couch for a cozy night in. She loves playing with other dogs, enjoys trips to the dog park for a run, and gets along beautifully with dogs of all sizes and sexes. Jojo is also wonderful with children 5-7+ and even cats, making her the perfect all-round family companion. Racing wasn’t for Jojo – she knew the pet life was made for her, and now she’s ready to find her forever home filled with love, cuddles, and fun. 💖💖💖","jo-jo-2",""
"2020-12-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000007467187","Ringo","2025-09-22","MALE","","Ringo is a beautiful natured red fawn boy who has has a special spot in the family home, where he has been living on and off with other retired greyhounds (female), a Jack Russell, chihuahua, 2 cats, a 4-year-old and 8- year-old. Ringo is house-trained, very clean, he enjoys a walk but loves lounging on the bed the most, he's an easy going loving dog who is great with kids and all people. He might prefer a female owner seeing as she has been spoiled by his 'mum' all his life. He loves going to maccas for an ice-cream or cheeseburger as a treat, he also enjoys going to the dog park, a walk or just a car ride as he is an excellent traveller and adventures await! Ringo does prefer to be inside over outside, he hates being outside at night so would need an indoor home. He will make someone a very happy person. 🥰","dingo-2",""
"2023-10-01","New England","956000015733677","Jenny","2025-09-22","FEMALE","","Meet Jenny ⚡ Jenny is a vibrant, high-energy greyhound who’s full of life and always ready for fun! If you love a dog who keeps you entertained with endless zoomies and playful antics, Jenny is your girl. She has a confident and bold personality, and she’s not shy about letting you know what she wants—especially when it comes to snacks! She’s definitely a bit of a mischievous snack stealer who knows how to keep life interesting. Because of her spirited nature, Jenny will do best in a home with a strong, experienced owner who understands her confident personality and can provide her with the structure and guidance she needs. She thrives when given plenty of exercise and mental stimulation, so an active family who loves adventures and playtime will be a perfect fit. But don’t let her energetic side fool you, Jenny is also a truly sweet and affectionate girl. She loves nothing more than curling up for some quality cuddle time after a day full of play. Jenny is great with other dogs and even cats, making her a wonderful companion in a multi-pet household. Jenny is looking for a forever home that can match her enthusiasm and provide her with all the love and care she deserves. If you’re ready for a confident, lively, and loving dog who will bring excitement and joy to your life every single day, Jenny just might be the perfect fit!","jenny-10",""
"2023-10-01","New England","956000014912350","Kenzie","2025-09-22","FEMALE","","Meet Kenzie 🐾 Kenzie is a sweet and gentle girl with a heart full of love, though she’s a bit on the timid side. Because of her shy nature, she would do best in a calm, quiet home with older kids who understand and respect her gentle spirit. Kenzie isn’t one to jump into new situations quickly, but once she feels safe, her true personality begins to shine. She absolutely adores playing with her cuddly toy—watching her wag her happy tail as she tosses it around is sure to bring a smile to your face! Kenzie is a social little lady too; she gets along wonderfully with both cats and other dogs, making her a perfect fit for a multi-pet household. While she may start off shy, she always musters the courage to come say hi and make a sweet connection. Kenzie is patiently waiting for her forever family, where she can blossom and grow in confidence. With a little time, patience, and lots of love, she’ll become the loyal and affectionate companion you’ve been dreaming of. If you’re looking for a loving, gentle soul to share your life with, Kenzie could be your perfect match!","kenzie",""
"2019-10-01","New England","956000012227651","Tarnie","2025-09-22","FEMALE","","Meet Tarnie! 🐾 Tarnie is a stunning girl with a heart as big as her soulful eyes. She’s known for her super sweet nature and gentle demeanour, making her an absolute delight to be around. Tarnie is wonderfully friendly with both cats and dogs, so she’s a great fit for homes with other furry family members. One of Tarnie’s greatest loves is children—she’s happy to play and interact with little ones, showing patience and kindness that makes her a wonderful companion for families. At the same time, Tarnie knows how to take things at her own pace and enjoy some quiet, independent time whenever she feels like it. She’s a smart girl who walks beautifully on the lead, turning every walk into a relaxing and enjoyable adventure for her and her humans. Whether it’s playtime, cuddle time, or just hanging out, Tarnie adapts easily and would suit a variety of households, from busy family homes to quieter ones. If you’re looking for a loving, gentle, and easy-going friend who will bring warmth and happiness into your life, Tarnie could be the perfect match for you!","tarnie",""
"2022-02-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000007430982","Riley","2025-09-22","FEMALE","","Meet Riley 🐾 Say hello to Riley, a gorgeous girl with a heart as big as her smile! Bursting with confidence and a zest for life, Riley is the kind of dog who adapts beautifully to just about any home – whether it’s a bustling family household or a quieter space with a solo human or two. Riley is the full package: cat-friendly, dog-friendly, and full of that easy-going greyhound grace we all adore. She's relaxed at home, happy to lounge around and soak up the love, but don’t let her chill side fool you – Riley absolutely loves to explore! Whether it's a walk through the neighbourhood or a new scent trail in the backyard, this girl is always ready for a little adventure. With her naturally happy nature and calm confidence, Riley would thrive in most households. She’s the kind of companion who will slot right into your routine, shower you with affection, and make every day a little brighter. Looking for a sweet, social, and steady best friend? Riley might just be your perfect match. 💕","riley-4",""
"2021-12-01","Western Sydney (Londonderry)","956000014504628","Zeus","2025-09-22","MALE","","Introducing Zeus; the God of sky and thunder. Ok so he may not be the famous ancient God, but his boy certainly is a wonder of his own. Zeus is a sweet, outgoing and confident gentleman. He will play bow at you and loves a good zoomie! He has shown to cope well by himself making him ok for a full time working household with a townhouse yard or full backyard. He would love a life of daily walks, interactive games and a family who likes training as he has shown to love learning new things here, he can even do the staircase (a big deal for greyhounds!). Zeus would enjoy a home with another dog his size and older children. If you’re looking for a sweet, silly, and social companion, Zeus is ready to steal your heart (and maybe your couch!). Available at Western Sydney.","zeus-7",""
"2021-02-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000012804900","Godfrey","2025-09-22","MALE","","Meet Godfrey 🐾💙 Say hello to Godfrey, the most distinguished gentleman in the greyhound world! With his irresistibly cute Roman nose and soulful eyes, Godfrey is a total heart-stealer who’s ready to find his forever couch – ideally one he can share with a canine companion. This easy-going boy has truly mastered the art of balance: he’s just as happy chilling at home with his humans as he is trotting around the neighbourhood, taking in all the sights and smells. A total dream on the lead, Godfrey walks loosely and politely, making strolls a breeze. He’s super social, loves a good cuddle, and would thrive in a home with another calm, friendly dog to pal around with. Godfrey’s gentle nature and laid-back vibe make him the perfect addition to a relaxed, loving household. If you’re after a loyal, low-maintenance best friend who brings charm, cuddles, and a touch of Roman elegance to your life, Godfrey might just be your perfect match.","godfrey",""
"2022-12-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000014883084","Charlie","2025-09-22","MALE","","Meet Charlie! 🐾🌟 Charlie is a gentle, slightly reserved greyhound who quickly warms up once he feels settled and safe. This calm and affectionate boy enjoys exploring the world through his nose, taking in all the smells and sights on his sniffing adventures. Charlie thrives on companionship and would be happiest in a home where he can be part of the family’s daily life. He’s great with other dogs and cats, making him an ideal addition to a multi-pet household. Charlie’s easy-going nature means he adapts well to new environments, especially with a little patience and time to adjust. Charlie would do best in a home where he isn’t left alone for long periods. He loves having company, whether that’s a family with kids to keep him entertained or someone who works from home or part-time, so he never feels lonely. If you’re looking for a sweet, adaptable companion who loves to explore and enjoys the company of both humans and other pets, Charlie is ready to be your loyal friend. Charlie would be most suited to: A multi-pet household with dogs and/or cats A family environment with children who can provide gentle companionship A home where someone is present part-time or works from home An owner or family willing to give him time and patience to settle in A calm and loving environment where he can enjoy daily sniffing adventures and relaxed walks If Charlie sounds like your perfect match, do not hesitate to come and meet him!","charlie-18",""
"2020-01-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000012247375","Scarlette","2025-09-22","FEMALE","","Meet Scarlett!🐾❤️ Scarlett is a joyful girl with a bright and confident personality that lights up any room she enters. She’s a social sweetheart who gets along wonderfully with all dogs and even likes cats, making her a fantastic fit for a multi-pet household. This happy girl would thrive in a loving family environment where she can enjoy plenty of company and affection. Scarlett’s confident nature means she’s comfortable exploring new places and meeting new friends, whether they have two legs or four. While Scarlett is a great walker overall, she could benefit from a bit of training on the lead to help her become an even better walking companion. With some patience and positive reinforcement, she’ll master those walks in no time! If you’re looking for a cheerful, adaptable greyhound who’ll bring joy and companionship to your family, Scarlett might just be the perfect match.","scarlette",""
