"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2024-04-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000016721411","Emma","2026-01-14","FEMALE","","Meet Emma 💕 Emma is a sweet, gentle, and friendly little blue girl with a beautiful, easy-going personality. She can sometimes be a touch shy when first saying hello, but warms up quickly and soon leans in for pats and attention -showing just how people-friendly and affectionate she truly is. Emma enjoys short bursts of fun and energy. She loves to play, splash around in her shell pool, or head out for a walk, and then she’s perfectly happy to settle in for some well-earned rest time. Inside the home, she’s a dream - housetrained, calm, and content lying on her dog bed. She’s great with other dogs, gentle with kids aged 6+, cat workable (slow introductions) and has a lovely balance of being able to run around and play, then happily stop for a cuddle. Emma would suit an active family or a couple who can spend quality time with her and help her continue to thrive and grow into the loving, happy girl she already is. She has so much love to give and is ready to share it with her forever home. 🐾","emma-7",""
"2023-02-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000014882989","Hudson","2026-01-14","MALE","","Hudson is a striking black male Greyhound looking for a home that matches his fun yet easygoing nature. Best suited to a semi-active lifestyle, Hudson enjoys having space for zoomies and would love a secure backyard where he can stretch his long legs and play fetch — one of his favourite games. Due to his size, Hudson would be happiest in a family with older children. He’s confident and independent enough to be perfectly content as a solo dog, but he’d also be quite happy sharing his home with another canine companion. Hudson is small-dog workable and may be cat workable with a very slow, careful introduction and ongoing management. Hudson is comfortable being left alone for reasonable periods and settles well, making him a great match for a variety of households.","hudson-2",""
"2021-02-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000011639696","Pablo","2026-01-14","MALE","","Pablo is a handsome black male Greyhound with a calm, gentle nature and beautifully relaxed body language. He walks well on lead, taking everything in his stride with patience and ease, making him a pleasure to spend time with both out and about and at home. Friendly and engaging, Pablo enjoys human company and happily joins in for a game of fetch, but he’s just as content to relax independently when things are quiet. He’s in great body condition and carries himself with an easygoing confidence that makes him a lovely companion. With the correct introductions and guidance, Pablo may be cat workable. He would suit a home looking for a well-balanced Greyhound who offers the best of both worlds — playful when invited, calm when it’s time to unwind.","pablo-2",""
"2021-02-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000011575273","Frankie","2026-01-14","MALE","","Frankie is a handsome fawn male Greyhound with a lovely balance of calm and playfulness. He’s great with other Greyhounds and walks beautifully on a loose lead, making outings relaxed and enjoyable. While he’s generally placid and easygoing, Frankie also loves a good zoom around when the mood strikes — showing off his fun, playful side. Frankie is engaging and confident with people, enjoying attention and companionship without being over-the-top. He’s cat and small-dog workable, with the right introductions and management, and would be well suited to a semi-active lifestyle. Whether it’s a gentle stroll, a quick burst of play, or lounging at home, Frankie is happy to fit in.","frankie-14",""
"2020-05-01","Western Sydney (Londonderry)","956000007830142","Rocky","2026-01-14","MALE","","If you're looking for a playful, engaged dog who is polite with other dogs and who would enjoy an active, fun life, consider adopting Rocky. Rocky is a friendly brindle boy who has experience with kids 12+. He loves a scratch behind the ear and has a confident, outgoing nature. He is a social butterfly and would enjoy being a part of family activities whether that's walks to school or going to the park. He can be excited to get going on walks so an owner who can handle a strong dog is recommended. Rocky is available by appointment at Western Sydney.","rocky-16",""
"2021-05-01","Western Sydney (Londonderry)","956000012206029","Jude","2026-01-14","MALE","","** I am currently in a foster home for Christmas, read updates below!* ""Jude (AKA Jude the Dude) is a sweet, funny and friendly boy who truly just wants to hang out with his people. Jude settles in quickly and has grown confident exploring main roads, local parks, and new routines. He’s been friendly with everyone he’s met, including children and loves a calm hello and a good pat. Jude is often complimented on his handsome looks and warm, gentle nature. He’s a bit of a water baby and absolutely loves beach walks and splashing through the water. Jude has been great with dogs of all sizes, though he seems most comfortable with slightly smaller dogs. Jude walks beautifully on lead and knows his routines well. He’s a great sleeper, adores his morning walk and has learned commands like “go to your bed,” when it's time to put his collar on or when we need to leave the house without him. Jude would suit city or suburban living and would love a canine companion, though he’s also content on his own and copes well being left for longer periods. He is a stair master and can get in and out of cars fine, though he sometimes might need a helping hand. We’ve absolutely adored having Jude in our home and know he’ll bring so much love and joy to his future family."" ----------------------- Jude is a sweet lad, who is suitable to live with small or big dogs. He is a confident boy who would do well in urban/city environments and would suit longer hours alone if required. He would prefer a home without stairs but could live in a unit with a lift access. This affectionate, calm boy would be a lovely match for a family with respectful children, too. Meet Jude at Western Sydney.","jude",""
"2023-02-01","Western Sydney (Londonderry)","956000014914658","Romeo","2026-01-14","MALE","","*Romeo is in a foster care home in the Inner West* Foster Update: Romeo is super happy, affectionate and playful pup (no resource guarding or sleep startle observed). He is quite confident and outgoing at home. When he’s asleep he is angelic and when he is awake, he is effervescent. He has settled in quickly, he knows where his beds are and has a sleep bed and a play bed, he figured out very quickly where his toys live and how to dig the goat horn his favourite toy out of the basket. Romeo is a quick learner and has now mastered indoor and outdoor steps. He is responding to his name most of the time. His playful antics make us laugh to no end. He is happy to pass dogs on a footpath without much notice. Favourite things about him: His beautiful soulful eyes, his stunning looks, his mischievous personality, his independence and his affectionate behaviour. *Romeo is available from the Western Sydney adoption centre via appointment with his foster carer*","romeo-1",""
"2023-12-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000017127015","Sally","2026-01-14","FEMALE","","Meet Sally – a sweetheart looking for her forever home 🐶💖 Sally is an outgoing, friendly, and affectionate girl with a truly lovely nature. She’s gentle and respectful around children aged 6+, gets along well with small dogs (Mini Groodle and Kelpie cross), and has happily ignored the household cat (after slow introductions). Sally enjoys getting out and about and walks nicely on the lead once she gets going. She has short bursts of playful energy followed by a calm, relaxed side that loves to settle. At home, she adores her soft toys and is happiest when she can snuggle up inside with her people. Sally would be a wonderful match for an active family or a couple who enjoy spending time together and can give her the love and attention she thrives on. She’s a sweet companion who wants nothing more than to be part of your world. 🐾💕","sally-21",""
"2024-04-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000015661261","Ruby","2026-01-14","FEMALE","","Meet Ruby – she just wants to be a pet! 🐾 Ruby is a happy, friendly, and easy-going young girl who’s ready to find her forever home. She loves a good run around the yard with her sister and her fox terrier friends, then is perfectly content to relax and enjoy some downtime. One of Ruby’s favourite activities is splashing around in the pool, and she’s also very comfortable around parrots and other aviary birds in the backyard. Ruby enjoys being close to her people and loves lying in the laundry or heading inside whenever she gets the chance. She’s well-socialised and used to children of all ages, including little ones as young as 3, as well as older kids and teens. Ruby would suit a family home or any household where someone has the time to spend with her and help her happy, loving nature continue to shine. With the right home, Ruby will grow into a wonderful family pet or a loyal companion dog who simply loves being part of everyday life. 💕","ruby-16",""
"2021-04-01","Western Sydney (Londonderry)","956000014518696","Arna","2026-01-14","FEMALE","","Arna is a shy girl looking for a calm and nurturing family. She doesn't mind if her family go to work during the day, as she likes the opportunity to have some peace and quiet, and would make a lovely companion for a gentle, homebody family. Once she warms up she loves all things food and play, and will show off her brave side! A home without kids is best suited. A home with a yard she can retreat to when she needs to is best suited. Meet Arna at Western Sydney.","arna",""
"2022-11-01","Western Sydney (Londonderry)","956000014886701","Yola","2026-01-14","FEMALE","","*Yola has spent time in foster care over Xmas - update below!* ""Very loving Loves the car will settle in car straight away sleeps like a log She loves her walks Over the time I had her she wasn't aggressive with her food, bed or toys She needs lots of love and affection She loves people and was super friendly with everyone she met She will make someone a very loyal loving companion We all loved her to bits"" Yola is a gentle, thoughtful girl who is learning how to enjoy the comforts of pet life. Indoors, she has a lovely ability to settle for longer periods and truly appreciates a calm, cosy home environment where she can relax and feel safe. With the right guidance and understanding, she has the potential to work up to full-time hours, especially if her adopters are willing to help her ease into being left and set her up for success. Yola would thrive best in a low dog-populated area, where she can enjoy peaceful walks without feeling overwhelmed. She knows how to use stairs confidently and navigates the home environment well. While Yola can be social with other medium to large dogs, she would prefer to be the only dog in the household, where she can soak up all the love and attention. She would be best suited to a home without children, or with older, calm, and respectful children who understand how to give her space. Yola is looking for a patient, kind adopter who understands that settling into pet life is a journey and who will be rewarded with a loyal companion who truly appreciates a quiet, loving home.","yola-2",""
"2020-08-01","Western Sydney (Londonderry)","956000007852110","George","2026-01-14","MALE","","Handsome blue boy George is looking for a new best friend! George is an outgoing and friendly boy who just loves every single person he meets including strangers on walks! He is looking for a chilled out home and lifestyle so he can properly enjoy his retirement. A quiet house with a yard with a big comfy bed without other pets or kids to call his own is exactly what he is dreaming of. He doesn't mind spending time alone during the day making him a great match for those who work full-time hours. As long as he has a comfy bed and some yummy enrichment activities, he is happy! George loves his food and is extremely trainable - he has already mastered several cues including ""down"", ""shake"", ""off"" and more! This clever boy is a quick study. If you'd like to meet this one-of-a-kind boy, apply online today! George is available from our Western Sydney adoption centre.","george-8",""
"2021-02-01","Western Sydney (Londonderry)","956000011716992","Luna","2026-01-14","FEMALE","","Meet Luna, Our sweet little greyhound who’s ready to steal your heart 💛 Small in size but big on love, this gentle soul adores pats and being close to her people once she feels comfortable. Food and toys are definite favourites—treats are the quickest way to win her over, and playtime always brings out her happy side. She may enjoy the company of other dogs and may love a canine friend to go on little adventures with. While she can be a bit shy at first, patience and kindness helps her blossom into a friendly wriggly lady. A home without children or dogs is ideal. If you’re looking for a fun, affectionate Greyhound who enjoys good company, tasty snacks, and cozy moments, this special pup could be the perfect match for your home. 🐾","luna-14",""
"2021-04-01","Western Sydney (Londonderry)","956000007464633","Sally (Western Sydney)","2026-01-14","FEMALE","","Say hello to Sally—the life of the party and a greyhound full of bounce, joy, and endless fun! This playful girl loves her toys, lives for a good zoomie session, and thrives in an environment where she can stretch her long legs and let loose. Sally would love a home with a spacious yard and an active lifestyle to match her energy. She isn’t suited to homes with small animals but she’s a great match for other greyhounds or larger breeds who enjoy a good play session, pending a successful meet and greet. Sally is also a total sweetheart with people and doesn’t hold back on affection. Whether it’s leaning into a cuddle, joining in on family activities, or bringing her toy over for a game, she makes every moment fun and full of love. If you're looking for a lively, loving companion who will keep you smiling and moving, Sally might just be the perfect addition to your family.","sally-19",""
"2021-11-01","Western Sydney (Londonderry)","956000011658048","Gnocchi","2026-01-14","FEMALE","","Gnocchi is a friendly girl who loves to chill in a yard and prefers to spend her time outdoors when left alone. This pretty lady is a wiggly happy go lucky girl who has experience around big and small dogs. She is polite with other dogs when out and about and would make a great walking adventure buddy. She is loving and gentle, loves her training on site at the adoption centre and would do well with a family with a structured routine and even kids to dote on her, as she is super affectionate and fun loving! This pretty girl can be adopted at the Western Sydney adoption centre.","gnocchi",""
