"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2023-01-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000014914355","Charlotte","2026-07-05","FEMALE","","This beautiful blue girl is friendly and affectionate. She is happy to meet new people, new critters. Charlotte also enjoys a walk and is very easy to walk with on the lead. She would be a great addition to your life since she is such good company and easy going.","charlotte-2",""
"2023-02-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000016000412","Ben","2026-07-05","MALE","","Meet Ben – Your Fun-Loving Foodie! If you’re looking for a happy, outgoing companion with plenty of personality, Ben could be your perfect match. Full of playful, puppy-like energy, Ben loves nothing more than stretching his legs, chasing toys, and making the most of every adventure. Like his brother Bill, Ben never raced and has spent his life living in an apartment with a differently abled owner alongside another dog, so he has experience as a much-loved companion in a home environment. He’s friendly, social, and enjoys being involved in whatever his people are doing. One thing you’ll quickly discover about Ben is his enthusiasm for food! He absolutely loves mealtimes and tasty treats, making him a delight to train and an eager participant in learning new things. With his affectionate nature, playful spirit, and love of life, Ben would thrive with an active family or individual who can give him plenty of exercise, enrichment, and, of course, a few delicious snacks along the way. If you’re after a cheerful best friend who will keep you smiling every day, Ben is ready to meet you.","ben-17",""
"2023-05-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000015734781","Cherie","2026-07-05","FEMALE","","Meet Cherie, a sweet and gentle girl with a calm, easy going nature. While she may be a little shy when meeting new people, it doesn't take long for her confidence to shine through. Once she feels comfortable, Cherie is affectionate, playful and loves spending time with her people. She enjoys playtime, walks beautifully on lead and has a relaxed, no nonsense personality that makes her a delight to have around the home. Cherie would be well suited to a young family looking for a loyal and gentle companion who will reward a little patience with endless love and companionship.","cherie",""
"2023-04-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000014878547","Merle","2026-07-05","FEMALE","","Meet Merle 💛 Merle is a sweet, gentle girl with a kind nature who is looking for a calm, understanding home where she can truly blossom. While she may be a little shy when meeting new people, once you've earned her trust, she'll reward you with quiet loyalty and plenty of love. She loves spending time outdoors, whether she's playing with a ball, relaxing in the sunshine, or enjoying the company of her German Shepherd friend. Merle has also been enjoying her walks and is happy passing dogs of all sizes. Merle has been wonderful with visiting grandchildren aged 10 and over who understand how to give her space and let her come to them. A calm, predictable environment with gentle introductions to new experiences will help her continue to build confidence. Merle would thrive in a quieter home with patient adopters who are happy to let her settle in at her own pace. She enjoys a relaxed lifestyle and is perfectly content quietly exploring her surroundings or could happily share her home with a friendly medium-large canine companion. 🐾❤️","merle-1",""
"2022-01-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000007425971","Yazzi","2026-07-05","FEMALE","","This dynamic girl is very social and confident, she has had exposure to farm animals and the odd visit from the local native critters. Since she is so confident and social she would adjust to many different lifestyles.","yazzi",""
"2022-01-01","Western Sydney (Londonderry)","956000007467139","Bear","2026-07-05","MALE","","Meet Bear, Bear is an adorable young Greyhound with a happy, friendly nature that's hard not to love. He's a real people dog and is always keen to come over for a hello, greeting everyone with loose, wiggly body and plenty of enthusiasm. Bear has a playful side and has a great time running around the yard with his toys. He enjoys exploring, having fun and making the most of his time outside before happily settling again. On walks, Bear is easy to handle and has lovely manners on lead. He enjoys taking in his surroundings with plenty of sniffing and exploring but stays polite and relaxed while doing so. Around other Greyhounds, Bear has shown calm, friendly social skills, offering gentle sniffs and interacting politely. Meet Bear at Western Sydney.","bear-25",""
"2023-03-01","Western Sydney (Londonderry)","956000014884002","Kelly","2026-07-05","FEMALE","","Meet Kelly, Kelly is a lovely girl with a fun, gentle nature. She loves people and really soaks up any attention she's given! Toys are one of Kelly's favourite things. She loves carrying them around, playing games and will often bring them back to you for another throw. She's confident, curious and enjoys being involved in whatever is going on. On lead, Kelly is polite and easy to handle. She moves calmly around other dogs and has shown appropriate social skills. When meeting other dogs, she has shown good manners, offering polite sniffs and responding well to gentle guidance to move on. If you're looking for a friendly, playful Greyhound with great manners, Kelly is an easy dog to fall in love with. She'll happily join you for a walk, enjoy a play with her toys, then settle down nearby, ready for the next bit of attention.","kelly-11",""
"2023-02-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000015862090","Bill","2026-07-05","MALE","","Meet Bill – Your Adventure Buddy! If you’re looking for a fun-loving companion with a zest for life, Bill is ready to steal your heart. This handsome boy is full of playful, puppy-like energy and absolutely loves stretching his legs with a good run or chasing after his favourite toys. Bill is friendly, outgoing, and thrives on being part of the action. His confident, extroverted nature means he’s always keen to make new friends and join in on whatever you’re doing. Whether it’s an adventure outdoors or a game in the backyard, Bill is happiest when he’s active and spending time with his people. Unlike many greyhounds, Bill has never raced. He’s enjoyed life as a much-loved companion, living successfully in an apartment with a differently abled owner and another dog. This experience has given him excellent house manners and shown that he can adapt beautifully to home life. Bill would love a family who can match his enthusiasm for life and provide him with plenty of opportunities to play, explore, and, of course, chase a toy or two. In return, you’ll gain a loyal, affectionate companion who will bring endless fun and smiles to every day.","bill-25",""
"2022-04-01","Western Sydney (Londonderry)","956000011355133","Simon","2026-07-05","MALE","","Simon is in foster care & available to adopt! Our foster care superstar Simon is a beautifully natured greyhound who is currently living with 2 greyhounds and small dogs (cavoodles). Simon would love an adults only home, with a townhouse/backyard to enjoy. He requires a multi-dog household to keep his confidence growing. He is shy by nature, and would love a structured home, in a quiet area (he is currently in suburban South Sydney). A home with maximum 2 adults is required as a busier home with lots of humans is an overwhelming thing for Simon. Simon will take some time to trust you, as he took a few weeks to trust his foster carers. Simon has grown his confidence around busier areas while being on a dual lead with the other greyhound, so he definitely needs a doggie friend/s by his side. Simon still gets spooked by loud noises, but can shake it off and carry on now that he has spent longer in foster and has his dog friend with him. He seeks comfort from the other greyhounds, so a home with a greyhound (or a greyhound and other breeds) is the best match. His foster carers leave Simon with the other dogs for their full time working schedule. A word from the fosters: ""He understands that he needs to toilet outside, will take him outside after dinner, point down to the backyard and say “go toilet” and he will do it every night before we go to bed.. his toileting is excellent 10/10, can’t fault it (don’t think there’s been a single accident in the house since he first came to us.) He’s not afraid to approach Erin or myself for a pat, when we first had him here, he wouldn’t come near me when I would get home from work, would always be standing in the background while I gave love to Wanda, Finn & Coast.. now he’s trying to push through them all trying to get love from me and I love it!, sometimes he now even sleeps on the bed with us of a night. Simon has shown us that he’s fine around 2-3 people, but I feel he does find large groups of people overwhelming. Simon does get on perfectly fine with Wanda, Finn and Coast and has no problem sharing his space with them, has shown no signs of aggression whatsoever towards any of them. His new people will need to be patient with him, as he is on the shy side, he will take time to get comfortable in a new environment while he adjusts but once he comes out of his shell he will approach people for a pat/cuddle and is a very sweet/cute boy."" Simon is a beautiful boy who has really come out of his shell with us and has come a long way since he first came to us.. he doing so well! 😊 If you're a quiet, understanding home with greyhound experience, another greyhound/others, enquire to meet Simon by appointment (with his foster family) at Western Sydney.","simon-3",""
"2024-02-01","Western Sydney (Londonderry)","956000015766701","Joany","2026-07-05","FEMALE","","Joany is a beautiful, small, young girl who is truly a sweet bundle of joy. She is bubbly, affectionate, and would be suitable to live with respectful children. She loves spending time with people, happily soaking up pats, affection, and companionship. Shorter hours alone is best suited. Joany is an affectionate girl who enjoys being involved in everyday life and will quickly charm everyone she meets with her playful and happy personality. She has shown good toilet manners. Joany is social with M-L breed dogs making her a lovely companion for a multi-dog household. One of her favourite things is letting loose and doing zoomies. With her affectionate nature, playful personality, Joany is ready to find a loving home where she can continue spreading happiness, cuddles, and zoomies every day. Book in to meet Joany in Western Sydney.","joany",""
