"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2021-06-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000012961253","Travis","2025-08-15","MALE","","Travis is a gentle and very friendly boy. He likes making new friends. He likes to play, loves affection, will come when he is called. He is currently living in the Shoalhaven in a suburban area waiting for his new family.","travis",""
"2020-10-01","Western Sydney (Londonderry)","956000007464026","Meraki","2025-08-15","FEMALE","","Hi, I'm Meraki, I'm a super sweet girl, who cant wait to find my new home! I can be a little shy at first, but with a bit of time and a chance to warm up to you, I'll be ready to give and take lots of love 💖 I wouldn't mind sharing my new home with another canine buddy, big or small! In fact, I think a new friend is exactly what I'll need in my new home. I can also walk up and down stair cases! PS...I can also be rehomed with my best friend Cuddles! I can't wait to meet you at Western Sydney!","meraki",""
"2022-12-01","Western Sydney (Londonderry)","956000013025866","Raider","2025-08-15","MALE","","Raider is a sweet quiet boy who is friendly and calm around greyhounds and small dogs, making him a great addition to a home with other dogs. He would suit older/teenage kids as he can be shy and nervous in new places and situations with a lot of stimulus. Raider is known to play bow at other dogs and act like a gentleman around them! He walks nicely on the lead and is good indoors, making him a good office buddy if you work from home! Raider would prefer a townhouse/backyard over an apartment and a quiet neck of the woods is best suited. Raider is available at Western Sydney.","raider",""
"2022-04-01","Western Sydney (Londonderry)","956000011368156","Bert","2025-08-15","MALE","","Bert is a shy boy who is growing more confidence every day. He is adorable, endearing, tiny in size, and has these bright brown eyes... He most importantly has a one of a kind, amazing personality which one lucky family will get to see! He has a wiggly goofy side and we all love him at the centre as we've seen him transform and grow in confidence. Once he knows you he is super affectionate and friendly & even has an excitable and playful side that is coming out more and more. What has helped him grow in confidence is his love of food and treats, and other dogs his size. He gets a lot of social support and confidence from other greyhounds. We think an experienced greyhound owner, a quiet nurturing home, and a backyard/townhouse will set Bert up for success. Teenage kids who have experience with shy dogs would be suitable. We are looking for a perfect fit for our Bert and we are hoping you love him too! This goofy, quirky, adorable little guy is available soon at Western Sydney. Chat with the team to arrange a meet and greet for when he becomes available!","bert-3",""
"2019-04-01","Western Sydney (Londonderry)","956000006671429","Marigold","2025-08-15","FEMALE","","Marigold is a gorgeous, smart and engaged girl. 🌼 She is super friendly, and loves to do a little wiggle when she first sees you. Marigold has shown she is great when learning new things and loves training. She has already mastered knowing her name, and is starting to learn 'down' and 'shake'. She can't wait to show you her tricks! Marigold is happy amongst other medium-large dogs, and we think her friendly easy going nature would see her fit in well with respectful or older kids. Marigold would suit a home whether that's an apartment or house, as she is relaxed and confident in indoor settings, but would equally enjoy a backyard! This delightful girl is available at the Western Sydney adoption centre. 🌼","marigold",""
"2015-10-01","Western Sydney (Londonderry)","956000004398044","Skye","2025-08-15","FEMALE","","This super friendly and affectionate girl loves to sit in your lap, and loves everyone she meets! She would prefer to love all to herself in the home so a home without any existing pets is best. She would suit walkies or calm play dates with calm dogs big or small. This lovely lady is looking for somewhere to put her paws up, and she settles well indoors, and can even do stairs, making her apartment suited! She also has lovely leash manners and promises to walk nicely beside you for trips around the block. This adorable cuddly girl can be adopted from the Western Sydney adoption centre.","skye-1",""
"2021-03-01","Western Sydney (Londonderry)","956000011575661","Larry","2025-08-15","MALE","","""Happy as Larry"" is a gentle boy who has lived among other greyhounds, and who would enjoy a home with another dog. He has been known to snuggle up with small dogs, too. He can be nervous in new places on his own, and we think a dog friend would give him social support. He has spent time around kids 12 +. Larry is a good traveller, and is referred to by his handlers as 'happy as Larry' due to his playful, engaged side! Once he's warmed up to you, he's a playful, active, happy and confident boy. He makes his own fun and loves toys. He has experience walking suburban streets and is a happy boy who likes the attention of everyone, particularly children on walks! Larry is available at the Western Sydney adoption centre.","larry-3",""
"2022-04-01","Western Sydney (Londonderry)","956000011303300","Lucy (Western Sydney)","2025-08-15","FEMALE","","Lucy is a sweet girl who has spent time learning about walks, spending time with a senior female labrador, and kids 6 and up. Lucy is super confident around people, happy to meet anyone new and recieve attention and pats from them. She's happy spending time in the backyard when her people go out, and would be happy in a home with other dogs, children and a fun life of adventures. She's confident with car travel, and is currently making friends with a cavoodle, too! Lucy can be adopted from the Western Sydney adoption centre.","lucy-23",""
"2021-02-01","Western Sydney (Londonderry)","956000011712732","Bobby (Western Sydney)","2025-08-15","MALE","","Bobby is a lovely, quiet and friendly boy who has experience with kids 6-10 yrs old. He's been learning about the family household and has spent time mingling with other breeds including German Shepherds, and would suit a home with a Medium-Large dog friend. He likes playing with kids, fine meeting new people and strangers, and has a confident, adaptable nature about him. Did we mention he has adorable floppy ears, too? Meet Bobby at the Western Sydney adoption centre.","bobby-western-sydney",""
"2022-02-01","Western Sydney (Londonderry)","956000007465192","Ruby (Western Sydney)","2025-08-15","FEMALE","","Ruby is a sweet girl who has been around kids 6-16. She's a gentle girl who loves pats, and is gentle and polite around other dogs, making her a suitable match for a home with other dogs! Ruby knows her name and is a confident, resilient girl who likes treats and is eager to please. Her soft, quiet nature would make her suitable for many home types. Ruby is available to adopt from the Western Sydney adoption centre.","ruby-western-sydney-1",""
