"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2019-02-01","Western Sydney (Londonderry)","956000006676127","Daniel","2025-01-15","MALE","","If you're looking for a dog who's always up for fun, Daniel is your guy! This playful pup is a total toy & water lover, and nothing makes him happier than splashing around in his shell pool or jumping in the air for toys! While he’s great inside and can handle stairs like a champ, he’s got the kind of energy that thrives in a space where he can really run and play. A small yard with daily walkies, or a backyard would be a perfect fit. He would do well with respectful children with big dog experience who enjoy a playful canine companion, or a likeminded medium-large dog if you already have one. Daniel is a social butterfly who loves people. When it comes to alone time, Daniel prefers to be indoors and can be left for full-time hours – though when outside, he would thrive with enrichment and things to do. If you’re ready for a splash of fun, Daniel is the perfect playmate to brighten your life! Daniel is available from the Western Sydney adoption centre.","daniel-1",""
"2021-04-01","Western Sydney (Londonderry)","956000012226694","Turbo","2025-01-15","MALE","","Despite the high energy name, Turbo is incredibly polite and gentle when it comes to people & other dogs & is always respectful! He’s all about manners and will leave you impressed with how well he interacts with both humans and other greyhounds. He’s small dog friendly & passed his testing with flying colours! Turbo is quick to learn and takes training in stride, making him a highly trainable and adaptable companion. While he’d love to be an inside dog, indoor outdoor access to a backyard or small outdoor space (eg courtyard) where he can stretch his legs and avoid any accidents, would suit him best. Turbo is a polite young man who can't wait to meet you. He's available from the Western Sydney adoption centre.","turbo-7",""
"2020-12-01","Western Sydney (Londonderry)","956000012972802","Sapphire","2025-01-15","FEMALE","","Like her gemstone namesake, Sapphire is a radiant treasure, full of fun, ready to share this with her new family. Though not yet a treat-obsessed pup, she’ll still steal your heart with her joyful, wagging greetings, always showing a glimmer of affection as she interacts with those around her. She would suit a home with respectful children with dog experience who enjoy a lively natured canine companion. Sapphire shines in indoor settings, making her an ideal gem for apartment living. She's comfortable with full-time indoor hours and gracefully handles stairs, showing off her refined agility. Sapphire is open to sharing her space with other greyhounds, though her high-energy personality may be a bit too much for some to handle. If you're looking for a precious companion who’s as lively and radiant as a gemstone, Sapphire might be the perfect gem to add to your home!","sapphire-4",""
"2020-12-01","Western Sydney (Londonderry)","956000011578796","Rolly","2025-01-15","MALE","","Are you looking for an extremely affectionate boy to lean on you and join you on all of lifes adventures? Look no further than Rolly. Rolly would suit a home with a few hours alone per day, he settles well on his own and would do best in a backyard on the quieter side. He is suitable to live with other dogs and children as he has experience around both. We're sure his puppy dog eyes and his smiling face will brighten your day! Rolly is available from the Western Sydney adoption centre!","rolly",""
"2019-10-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000007836854","Selena","2025-01-15","FEMALE","","Selena is just a little lady still learning about the world & new people. Selena can come across as a little shy, weary & unsure at first but in time, as she gets to know you, she'll open up & become a very loyal & loving companion. Selena needs to find her perfect home. A quiet family with the time & patience she needs to grow.","selena",""
"2019-02-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000006809611","Chandler","2025-01-15","MALE","","Meet sweet & beautiful Chandler... Chandler is a gentle and polite male greyhound with a calm and relaxed demeanor. He’s a sweetheart who greets everyone warmly and enjoys a good snuggle, especially after a sunbath. Chandler has been around older kids and medium-sized dogs, and he gets along well with both. He’s also a joy to walk on a lead, making him the perfect companion for leisurely strolls. Whether lounging in the sun or curled up for some quiet time, Chandler is sure to bring a sense of calm and affection to any home.","chandler-2",""
"2023-04-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000014889409","Bear","2025-01-15","MALE","","Bear is still a pup. He is vibrant young hound with energy to play and go for walks. He is a good age to mould into the hound that fits into your lifestyle. An active lifestyle would be a good outcome for this youngster.","bear-16",""
"2023-04-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000014886058","Angel","2025-01-15","FEMALE","","Angel is a stunning young hound. She is good on the lead, likes to play and loves affection. She is a sweet girl who can be left alone and does adore company.","angel-6",""
"2022-05-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011364293","Curly","2025-01-15","MALE","","Curly is a handsome young hound. He is very confident and social. He gets on well with everyone, he is great on the lead, a good traveller and great company. He is looking for a new best friend.","curly-3",""
"2022-03-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011345985","Maggie","2025-01-15","FEMALE","","Maggie is a lovely hound who is great on the lead, has no problems with stairs and is social and happy around random dogs she meets. She relaxes easy on her own and would suit most homes.","maggie-14",""
