"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2021-09-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000013024094","Rex","2025-07-10","MALE","","Rex is a handsome energetic and confident boy with a playful spirit and a heart full of love. He thrives on human companionship and will be a loyal shadow to his forever family—whether lying by your side, working alongside you, or joining in on daily adventures. Rex is housetrained, loves attention, and soaks up every pat and cuddle you can give. He would prefer to be the only dog in his new home, where its his time to soak up all the love. A large yard or acreage would be ideal for his zoomies, and he’s happiest with regular walks and space to run, then rest outside during the day for workers. Best suited to a home with an active person, couple or family with older kids (7+), someone home for some of the day, Rex is ready to bring joy, companionship and loyalty into your life. He's looking though the back door right now ready to come inside! 😍","rex-5",""
"2021-05-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000007420601","Macca","2025-07-10","FEMALE","","This is Macca! What a sweetheart; a friendly and happy girl who will steal your heart. Macca is full of fun and playfulness—she loves toys, playtime, walks, pats, cuddles, as well as quiet downtime with her humans. She's good with other dogs (including a labrador buddy) and would thrive with a loving family with older kids or with a couple who can give her the time, attention, and love she deserves. Macca is more than just a pet—she’s a loyal companion who will return your love tenfold. If you're looking for a devoted best friend with a wagging tail, a soft heart and a skip in her step, Macca's your girl!","macca-3",""
"2020-11-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000007467036","Snip","2025-07-10","FEMALE","","Snip, Snippy, Snipper dog....she's one of a kind. Such a pretty girl with her white nose, chest and socks and even a beautiful little mane of hair down the back of her neck (a whorl of hair that sticks up), making her a very special girl indeed. Snip is a darling; kind and affectionate, and just loves loving you. She is also playful, friendly, and loves her food - she will eat anything you put in front of her! Luckily she loves her walkies to keep her trim, playing in the yard with her toys or throwing/kicking a ball with her. Snip is a good traveller and loves going in the car, off on adventures! Snip would suit an active family with older kids 10+ or a couple with a backyard to play in and time to spend with her. Although Snip is used to the whippets and terriers, she would probably be best as an only dog or with a larger male dog or greyhound. She would suit a full time worker household.","snip-2",""
"2019-06-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000007842424","Julie","2025-07-10","FEMALE","","Miss Julie is a playful, friendly girl who loves her toys, a run around with the other dogs (retired greyhounds and Jug), a splash in her clam shell pool and just being around people and quiet kids 10+, not too rambunctious. She's a bit of a character, loves to show off but she's not over the top, just a happy girl! At 6 she hasn't lost energy but slows down faster and rests longer, especially as she is learning the comforts of retired life! Julie has grown up on the farm and has come into town life ready for her new home. She has taken to a nice cosy bed on the floor and loves being on the patio as well on the warm nights. She would suit a quiet household, and someone with the time to get to know her, take her for a walk and have a bit of playtime in the morning, especially if you are going off to work. Some toys, an outdoor bed, pool, sandpit or another dog friend will keep her company for the day, plus plenty of rests. Someone home more often than not would be perfect. She's easy going and not worried by pet birds, cats or little fluffy dogs. Just a sweetheart ready to relish retired life. 💗","julie-7",""
"2020-02-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000007373972","Tony","2025-07-10","MALE","","Tony is a barrel full of laughs, love & fun! This big goof ball loves to run, play & chase. He is an active boy with a spirit to match! He would love to find a home with older active children he can run around with in the backyard. Potentially another grey or large breed of dog to play with as well. He is a confident boy who doesn't shy away from much. Tony is ready to find his perfect family! Reach out to meet him today!","tony-6",""
"2024-01-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000015766386","Sherman","2025-07-10","MALE","","Meet Sherman. Mr. Personality Plus Pup! What a beautiful friendly young lad, still a goofy puppy but has an easy going and laid back nature, a little shy at first but very friendly once he's met you. He loves being out and about, going to the vet and travelling in the car. He just loves the kids 7 and 11 years old, still learning not to jump up when he gets excited seeing them, and loves to go on walks with them. He is very good on the lead. Sherman is respectful of the household cat and is not quite sure what to make of the Maltese but just follows him around anyway! Very curious and inquisitive. Sherman loves playtime, pats, walks and new adventures. He's still learning about life and is best suited to an experienced dog/greyhound owner to continue his education, positive experiences and guidance to continue being the beautiful, loveable companion he is into adulthood. What a journey ad privilege to have the chance to grow with him. 🐾🐾","sherman",""
"2021-10-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000012865177","Dotty","2025-07-10","FEMALE","","This lovely girl gets along with all people and all dogs big and small. She is very relaxed and easy going. She is confident and social, great walker on the lead and happy to meet new friends. Laid back is the best way to describe Dotty.","dotty-3",""
"2022-12-01","Western Sydney (Londonderry)","956000015732102","Shay","2025-07-10","FEMALE","","Shay is a cheerful and excitable girl looking for a new place to call her own. She is a very friendly and affectionate girl. Shay lays in your lap and even roaches on you, hoping to get all the cuddles from you! We think it's just adorable! Shay would suit a backyard and an active lifestyle. She is cheeky, playful and can live with another greyhound/medium to large dog. She loves toys and all things fun, so a home with kids who could keep her entertained would be a great match! She doesn't mind spending some time alone so part time/full time workers could be suitable after she settles into pet life. She has a great drive for training when treats are involved so an owner who enjoys training and teaching dogs valuable skills would be a great fit for Shay! Shay is available at Western Sydney's adoption centre.","shay-5",""
"2018-10-01","Western Sydney (Londonderry)","956000006674959","Rooster","2025-07-10","MALE","","COCK-A-DOODLE-DO! Wake up and come and meet your new best friend! We have a very special Rooster looking for a new nest. This handsome chook is happy to rule the roost by himself for longer hours alone, or share a home with another likeminded dog (big or small). Rooster would be more than happy to share his coop with another dog, but would also be a self-sufficient in an apartment on his own, of course a backyard is welcome too! He might not be a young spring chicken anymore, but we think that makes him a perfectly mature, calm, and well mannered man. Whether it's sunbaking or sitting in the office, Rooster has a very special nature you will instantly feel the calm energy of upon first meeting him. This good looking Rooster will be a fantastic addition to your coop! Rooster is having a clucking good time at the Western Sydney adoption centre but is looking forward to meeting you!","rooster-3",""
"2021-08-01","Western Sydney (Londonderry)","956000007419749","Universe","2025-07-10","FEMALE","","Universe is the best girl, well, in the universe! This sweet and gentle girl is a stair-climbing, affectionate, and confident girl. She is absolutely wonderful to be around, but at the same time doesn't mind stints of being left alone. We think she'd suit apartment life, as she has a well-rounded and confident nature. Small dogs, big dogs and even cats are welcome to apply to be her new best friends, too! She is very food and praise motivated, loves to lean into you and is an engaged, smart girl! Universe is available to adopt at the Western Sydney adoption centre.","universe-1",""
"2021-07-01","Western Sydney (Londonderry)","956000011712426","Bozo","2025-07-10","MALE","","Bozo is a tall, shy, and gentle boy. He might be big and tall but he has a quiet, soft and wise personality. If you're looking for a very gentle giant, who loves to lean on you and look up at you with puppy dog eyes, Bozo is the perfect match. Bozo is such a gentleman, especially around other dogs. He is a calm, reserved boy who would suit a home who can build up his confidence. A quiet, understanding owner who is interested in helping shy dogs become the best confident version of themselves, would be the perfect fit for our gentle giant, Bozo. Come and meet him at the Western Sydney adoption centre.","bozo-2",""
