"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2023-04-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000014889409","Bear","2025-02-01","MALE","","Bear is a small young hound, he likes to play and be involved and is fun company to be around. He lives on the south coast and is no stranger to the visiting wildlife.","bear-17",""
"2023-04-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000015732492","Mj (Mary Jane)","2025-02-01","FEMALE","","This pretty young girl is very affectionate and social. She is a small curious hound who looks to suit a courtyard or townhouse environment. She likes to play and go for a walk and she loves to relax and take it easy.","mj-mary-jane",""
"2017-05-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000009435739","Star","2025-02-01","FEMALE","","Star is a gentle and affectionate greyhound who adores human companionship but is also perfectly content spending time alone during a busy workday. She’s incredibly respectful and gentle when receiving pats, making her a delight to be around. Star enjoys lazing the day away, especially in a clam swimming pool, and is easy to walk on a lead. Having been raised around farm animals and wildlife, she is well-mannered in different environments and is considered cat workable. Currently living with another greyhound, Star would make a wonderful addition to a loving home, whether as a solo companion or alongside other pets.","star-10",""
"2022-04-01","Western Sydney (Londonderry)","956000011311702","Arlee","2025-02-01","MALE","","Are you looking for a young, vibrant, fun loving guy with a big personality? Did we mention handsome - too? Arlee is a total character, with a zest for life here at the centre. He is a confident lad who will entertain you with his antics like rolling around on the couch and being a goof! Still being young & growing up, he would prefer a yard to burn off energy, and would suit a home who enjoys enrichment games and ways to keep his mind stimulated. An owner who enjoys dog training is a bonus as he engages well and loves doing anything for a treat. Arlee would enjoy a home with another dog who has a similar exuberant spirit to him, or a dog who would bring out the calm side in him too. While he figures out the world he would need his humans around for companionship at the start of his adoption journey. Arlee is a catch and we can't wait to find him his forever home - he is available at the Western Sydney adoption centre.","arlee",""
"2019-12-01","Northern Rivers (Grafton, Lismore, Casino)","956000011652170","Amy","2025-02-01","FEMALE","","Let's meet Amy, a charming and outgoing canine companion with a heart full of love. She's a friendly girl whose tail starts wagging at the mere sight of her beloved humans. Get ready to receive plenty of affectionate licks when you come home - Amy is excellent in giving kisses! Amy is a water baby at heart; she loves nothing more than splashing around in water on a hot day. Her joy is infectious when she playfully jumps into the pool. It's a sight that's guaranteed to fill your heart with laughter and happiness. She also has a quirky side; Amy enjoys following the mower around, making yard work a joyously shared endeavour. Her vibrant personality and zest for life make her the perfect companion for an equally outgoing and active family. If you enjoy long walks, adventurous hikes, or simply playing in the garden, Amy will be your perfect partner. She fits seamlessly into a family environment and would thrive with a family who appreciates her enthusiastic nature and boundless energy. Bringing Amy into your home and heart means embracing a world of fun-filled afternoons, heart-melting cuddles, and a lifelong, loyal friendship. So, are you ready to add a four-legged bundle of joy into your family? Amy is ready to shower you with love!","amy-1",""
"2018-10-01","Western Sydney (Londonderry)","956000005106199","Dawn","2025-02-01","FEMALE","","Rise and shine! Time to greet the day and welcome a stunning new Dawn! Dawn has risen onto the adoption scene - this sweet and calm girl has a burst of play time and then will stand gently by your side for pats. This refreshing lady, just like the sun rising on a new day, can be a little sensitive at first but slowly brightens with a little encouragement and treats of course. A quiet area would be best for this little lady with a nice yard to zoom and lounge around in during the day. We think she would also be fine in a home with older kids who would enjoy her affectionate and playful side. Dawn can either be on her own with full/part time workers or with a canine friend as she seems to get along well with other dogs she has met with us - including small dogs. Living with this little cutie will be full of love and fun from dusk till dawn! Apply online now to take Dawn home - she is available at the Western Sydney adoptio centre.","dawn-6",""
"2021-11-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000013017765","Ace","2025-02-01","MALE","","Ace is a playful and gentle young hound. He was very friendly and nice when he met my daughter and was good company with a good balance of being playful and affectionate. Gets along great with other greyhounds.","ace-7",""
"2020-09-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000007466509","Katie","2025-02-01","FEMALE","","Katie is a lovely hound. She is happy and confident, very playful. Does appreciate a good lay down also. Has been living in a rural setting is no stranger to native animals.","katie-9",""
"2022-12-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000012910945","Senjo","2025-02-01","FEMALE","","Senjo is a delightful girl to be around and is looking for the perfect person to help her come out of her shell. Senjo is a little nervous in life but when she knows you is able to give a whole lot of love. Senjo walks very well on lead and is fine with people who work fulltime hours. Senjo enjoys lazing the day away giving you love during the evening. With a gentle afternoon walk in a comfortable and familiar place or a play in the backyard Senjo is ideal for companionship.","senjo",""
"2021-04-01","Western Sydney (Londonderry)","956000007467554","Toby","2025-02-01","MALE","","*Toby is in a foster care home with a female greyhound and a male Jack Russell - reach out to the team to organise a meet and greet** Update from foster: ""Toby and the small dog are very cheeky with each other, playing and teasing together. Toby is a collector; mainly shoes or socks. He likes to rip up plastic and paper bags. He is full of energy, follows you everywhere. He has to be wherever you are! Then he suddenly decides he'll have a sleep, and be ""out to it"" for a few hours. Overall, Toby is a very social dog, both with other dogs and people. We've never had an issue with him toileting inside. He sleeps right through the night. He loves his food, but is not a gulper & he's very well behaved on walks."" ""Very gentle soul, great with other dogs and people. Mopey, soulful brown eyes. Now very obedient with commands such as ""come"" and ""no"". He never wees inside. Toby regularly follows you everywhere, but you do get accustomed to it. You just get on with whatever you're doing. Having both dogs with him meant he was pretty much ok when we went out. He was always very keen to see you when you came home, but so are our two. Rory is better suited to a forever home with regular companionship, whether it be a human or another doggie pal."" Hi, I'm Toby, a sweet, calm natured, affectionate boy looking for his forever home. I am a low maintenance boy who doesn't ask for much. I would love a home with another greyhound, small dog or calm doggie friend, even respectful children. I am confident meeting new people, learning new things and eager to please. I enjoy cuddling with the jack russel in foster care, too! I don't mind a few hours alone as a solo dog however I am now used to a foster home with other dogs as companionship and require a canine companion if you work longer hours. If Toby sounds like the adorable, loveable boy you have been searching for contact GAP today! **Toby is on daily medication - enquire with GAP for more info**","toby-6",""
