"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2022-05-01","Northern Rivers (Grafton, Lismore, Casino)","956000011310877","Plucky","2025-04-07","FEMALE","","Plucky is a friendly and independent greyhound with a charming personality! She loves spending time in her kennel and lounging on her bed, making her a cozy and content companion. With her plucky attitude, she’s full of confidence and doesn't mind doing her own thing. While she enjoys being around people, she also appreciates her personal space. If you're looking for a laid-back but lovable dog with a bit of spunk, Plucky is the perfect match!","plucky",""
"2021-01-01","Northern Rivers (Grafton, Lismore, Casino)","956000011703952","Flossie","2025-04-07","FEMALE","","Flossie is a lovely fawn greyhound with a playful and friendly personality! She gets along great with all dogs and loves spending time with children. Her favorite thing in the world? Water! Flossie loves to splash around and have fun in the water. She's a sweet and affectionate girl who will bring a lot of joy to any family or home. Playful, kind, and always up for an adventure, Flossie is the perfect companion!","flossie-1",""
"2021-01-01","Northern Rivers (Grafton, Lismore, Casino)","956000011663393","Ferret","2025-04-07","FEMALE","","Meet Ferret, a friendly and playful greyhound with a heart of gold! She's great with all other dogs and absolutely loves children, making her the perfect family companion. Ferret got her unique name because, as a pup, she would ""ferret"" her way to steal food from her mum—an adorable trait that stuck! She's gentle, affectionate, and always ready for a fun time. Whether it's running around or cuddling up, Ferret is sure to bring joy to any home!","ferret",""
"2021-10-01","Western Sydney (Londonderry)","956000012863556","King","2025-04-07","MALE","","The Kingdom of Paws awaits a noble companion—could it be you? Allow us to introduce King, a noble and regal Greyhound, who is on a grand journey to master the ways of the royal household. As a fresh member of the pet world, he will need a family ready to guide him through the realms of home life. He’s a bright soul with a thirst for learning—are you ready to take the throne as his loyal guide? 🏰 And what’s a King without his treasure? King’s favorite pastime is playing with toys—whether it be a squeaky ball, a tug rope, or anything he can chase, this noble pup knows how to have fun. King has lived with children in the past, and he has proven to be friendly and gentle in their company. While he may be excitable and full of wiggles, he’s also friendly with medium and large dogs. His enthusiasm for life is contagious, and he’s looking for a kingdom (aka a comfy couch) where he can grow, learn, and continue to shine. Ready to crown him your new best friend? Come meet King as our Western Sydney facility today! 👑","king-8",""
"2022-01-01","Western Sydney (Londonderry)","956000013022800","Cilantro","2025-04-07","MALE","","Cilantro is a young & sweet boy. His adorable nature & curious enthusiasm makes him a perfect companion for many family types. This bouncy, friendly and wiggly little guy can be curious about the world but his adaptable personality means he'll fit in seamlessly with any loving household. He loves long walkies and playtimes and enjoys having an outlet for his mental stimulation & daily enrichment. He loves treats, toys & loves a little zoomie with a short burst of energy, so would need at least a fully fenced townhouse, or backyard. A few hours alone are no problem with Cilantro as he has shown to cope well in alone time sessions, so if you’re looking for an easy-going & charming boy to complete your family, get in touch with Wester Sydney. Cilantro is available from our Western Sydney adoption centre!","cilantro",""
"2020-01-01","Western Sydney (Londonderry)","956000012195922","Hunter","2025-04-07","MALE","","Hunter, the Backyard Explorer, is Ready for a Peaceful Retreat! 🏕️ Hunter is a confident and easygoing Greyhound with a love for calm, peaceful environments. Having been around children of all ages, Hunter is gentle, friendly, and well-mannered—making him the perfect companion for a family who enjoys a quiet, outdoor lifestyle. He has also lived with many of his Greyhound friends before and shows promising social behavior. After a meet and greet, he would be happy to share his space with other medium to large dogs. Hunter will need some support as he transitions into pet life, but with the right guidance, he’ll thrive in a laid-back home. A backyard is a must for him, where he can relax and enjoy the fresh air after a day of exploring his surroundings. Hunter will thrive in a loving home where he can get plenty of playtime, attention and social support and his perfect family will be one that understands it may take some time before this handsome man truely opens up. If you're looking for a loyal, confident companion who enjoys a quiet lifestyle, leisurely strolls, and moments of relaxation in the sun, Hunter is the perfect fit for your peaceful retreat!","hunter-9",""
"2019-03-01","Western Sydney (Londonderry)","956000006676974","Molly","2025-04-07","FEMALE","","Molly is the epitome of sweetness, with a heart as soft as her fur. This calm and gentle greyhound is a true people lover, always seeking affection and companionship from her favorite humans. Her calm demeanor makes her an ideal companion for anyone looking for a laid-back, cuddly dog to shower with love. Whether she's lounging on the couch or gently leaning in for some pets, Molly will quickly become your favorite snuggle buddy. Molly gets along great with medium and large dogs and would thrive best in a home where she can have a furry companion of similar size. She’s a gentle soul, and her soft personality makes her an ideal match for families or individuals looking for a low-key but loving companion. If you're ready to welcome a calm, affectionate, and cuddly best friend into your home, Molly is waiting to melt your heart and be your new favorite cuddle buddy!","molly-13",""
"2020-07-01","Western Sydney (Londonderry)","956000007835326","Pepper","2025-04-07","FEMALE","","Looking for a spicy, high-energy pup to add some heat to your life? With her bold confidence and zest for adventure, Pepper will keep you on your toes and bring endless fun to your days. Whether it’s a brisk walk in the park, a game of fetch, or a playful romp with her doggy friends, Pepper’s always up for action and excitement. Her enthusiasm is contagious, and there’s never a dull moment with this fiery girl around! Pepper is confident, sociable, and loves to have a good time, especially with medium to large dogs who can match her energy. If you're looking for a fun-loving, playful companion to join in your outdoor adventures and keep the excitement rolling, Pepper’s the one for you! She’s the perfect addition to an active home where she can burn off some of that spicy energy and steal your heart with her fiery personality. Ready for a hot new addition to your family? Pepper can’t wait to meet you at the Western Sydney Facility!","pepper-3",""
"2016-02-01","Western Sydney (Londonderry)","956000004485128","Jetti Spaghetti","2025-04-07","MALE","","Meet Jet – the Laid-Back Legend you’ve been waiting for. Looking for a dog who’s got the wisdom of age and the vibe of your chilliest friend? Let us introduce you to Jet – or as we like to call him when he’s zooming for snacks, Jetti Spaghetti :D. At 9 years young, Jet’s perfected the art of balance: he’s still got pep in his step for a good stroll or a playful trot, but he also knows the value of a solid nap (preferably on his beloved bed, thank you very much.) Jet is the definition of easy-going. He gets along with everyone – dogs big and small – and is cool with cats, too. He’s also comfortable being home alone, making him an ideal companion for people who work full time ( but don’t worry – he’ll always be up for a bedtime cuddle). And yes – Jet loves his treats, but he’s not pushy about it. He’s more of a “look at you lovingly until you get the hint” type. He is that dog – the one that fits effortlessly into your life. No drama. No fuss. Just good vibes, waggy tails, and a soft snooze nearby. Come meet Jetti Spaghetti before someone else scoops up this deliciously chill noodle.","jet-7",""
"2021-04-01","Western Sydney (Londonderry)","956000007468256","Montana","2025-04-07","FEMALE","","Say hello to adorable and sweet Montana! Not only is she gorgeous with her white and brindle coat, she also has a stunning personality to match. This young and tiny girl would be a great addition any family! She loves people and is known for her super friendly and outgoing nature. Respectful kids would enjoy her fun loving and affectionate nature. Montana also loves other dogs around her size and would be suitable for living with a medium/large size canine brother or sister. She loves having social company and would do best in a home either with people around often or a doggy friend if you work longer hours. Montana seems to love being indoors and is doing well with her stairs training, meaning she could potentially be suitable for unit/apartment living. She loves her treats and is picking up training quickly here at GAP HQ, having already made great progress on her recall, down and shake cues! Montana would love to meet you! So come on down to our Western Sydney kennels to meet this beauty today.","montana",""
"2022-03-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000007468047","Pirate","2025-04-07","FEMALE","","Pirate is a lovely girl who gets her name since she has a patch over one of her eyes. She is social and confident, she is also very relaxed and calm. She would suit a life where she could live anywhere as long as she gets out for a walk daily to stay social.","pirate-2",""
"2022-03-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011363068","Fawnie","2025-04-07","FEMALE","","Fawnie is a beautiful sweet hound, she has lived in a rural setting around a variety of different animals, she is great company and is good with kids.","fawnie",""
"2018-09-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000006675098","Sweetie","2025-04-07","FEMALE","","Sweetie is social and content, she has been walked by kids as part of her routine her whole life, she has seen a variety of animals and would suit a quiet life.","sweetie-3",""
"2022-06-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000012962366","Mary","2025-04-07","FEMALE","","Mary is a great hound, she is familiar with many different animals, great with kids and would suit fulltime workers. She enjoys stretching her legs out and relaxes pretty quickly after a play.","mary-8",""
"2022-03-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011360101","Simon","2025-04-07","MALE","","Simon is a charming hound, he does like to stretch his legs with a morning zoomie and fetching toys. He burns himself almost straight away and enjoys being a lazy hound. He is a good mix of being an active hound that likes to relax also.","simon-2",""
"2022-06-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000012965728","Joy","2025-04-07","FEMALE","","Joy is a lovely girl. She is very sweet and affectionate, she plays with toys and comes when called. She has lived around farm animals and has had visits from native animals on her semi rural property.","joy-3",""
"2022-03-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011347526","Maddie","2025-04-07","FEMALE","","This stunning girl is very playful and polite. She is a confident young hound who is very social and lovely to be around.","maddie-2",""
"2022-05-01","","956000011349967","Dusty","2025-04-07","MALE","","Howdy, partner! Name’s Dusty, and I’m a handsome greyhound lookin’ to saddle up and make some memories with ya! 🤠 I’m a social cowboy, friendly with folks and always up for a good ol’ chinwag. I get along great with medium and large dogs, and with a bit of further training and a meet-and-greet, I could be rustlin' up some friendships with smaller breeds too! 🐾 Now, I’m not one to turn down a good meal — I’m mighty food motivated! If you’ve got some tasty treats or a fun toy in your pocket, I’ll be the best partner-in-crime you could ask for! 🍖🎾 I’m also used to my crate, so I know when it’s time to rest in my own little space, but I’ll be rarin' to go when you’re ready for some fun! If you’re lookin' for a loyal, friendly companion with a heart as big as the Wild West, I’d be thrilled to join your posse. Let’s make this ride a whole lot more fun, partner! 🤠🌵","dusty-6",""
"2022-05-01","Western Sydney (Londonderry)","956000007359804","Sammy Sunshine","2025-04-07","FEMALE","","I'm Sammy Sunshine, and I'm here to brighten your day and steal your heart! 🌞 I'm a gorgeous greyhound, and if you're looking for a friend who's sweet, friendly, and always up for an adventure, then you’ve come to the right place! I absolutely love car rides — whether it’s a quick trip to the park or a longer road trip, I’m always ready to hop in and go wherever the journey takes us. 🚗💨 I get along fabulously with medium and large dogs — I'm friendly and social, and I love making new pals to run around and play with. And guess what? I grew up around young children, so I’m totally comfortable with little humans too! Whether you're looking for a companion for your family or a furry best friend to enjoy quiet moments with, I’m your girl! 💖 When it comes to walks, I'm the perfect leash walker. No pulling, no tugging — I walk beautifully right by your side, just like a pro! 🐾 I have a big heart full of love, and I can’t wait to share it with you 🌸 If you're ready for a loyal companion with a sunny personality who will fill your life with joy, I’m just waiting for you to take me home. Can’t wait to meet you and bring a little sunshine into your world! 🌈✨","sammy-sunshine",""
"2020-11-01","Western Sydney (Londonderry)","956000011716260","Brindie","2025-04-07","FEMALE","","This affectionate & gentle girl is Brindie. She is great with training cues here at the centre including recall, down, off and shake. She enjoys being social with other greyhounds at the centre and would happily share her new home with one. If you're after a joyful companion, she is right up there. Brindie is polite and respectful on lead, she is sociable with people & would love to go to her new home that has a nice backyard/townhouse for her to enjoy. She has been enjoying the indoors here and can even walk up and down stairs, so she would be suitable to live in a unit apartment setting. Brindie would do best in a low small dog populated area and an owner eager to work on her manners around smaller breeds. This little cutie is available at the Western Sydney adoption centre.","brindie",""
"2020-08-01","Western Sydney (Londonderry)","956000011575140","Ripple","2025-04-07","MALE","","Ripple is the playful pup who's ready to dive into your life with all the fun and joy you could ask for! This happy guy loves toys and ear scratches - he will even give you a ""paw-of more"" when you hit the right spot! Whether he’s fetching toys, swimming through playtime, or splashing around with his humans, Ripple brings a tidal wave of affection and energy wherever he goes. Ripple’s social nature makes him a great buddy for medium to large dog friends (pending a meet-and-greet), and he’ll happily ""surf"" through life with a solid confidence on stairs. He’s a big fan of indoor lounging too, and is ready to build up to longer hours at home alone as he gets more comfortable. If you're looking for a dog who’s ready to make waves in your heart, with a splash of fun and endless affection, Ripple is the perfect catch. Get ready for the joy and excitement of having this playful pup ride the current into your life!","ripple",""
