"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2022-05-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000011334010","Jimmy","2025-06-04","MALE","","Jimmy is a happy, confident boy with a playful heart and a relaxed outlook on life. He’s the kind of dog who’s just as content having a romp around the yard as he is chilling out by your side, soaking up cuddles and pats (his favourite!). Jimmy walks with enthusiasm and might be a bit strong on the lead at times, but with a bit of practice, he’ll settle into a great walking buddy. He could potentially get along with smaller dogs too, given slow and careful introductions—he’s a sociable guy who just likes to take his time getting to know new friends. If you're after a cheerful, affectionate companion with a lovely balance of energy and calm, Jimmy could be the perfect fit!","jimmy-9",""
"2020-09-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000012963543","Cooper","2025-06-04","MALE","","Cooper is a confident, cheeky boy with a playful spark and a big personality! He’s always up for fun, whether it’s a run around the yard, a good game with a doggy mate, or heading out on an adventure. He’d thrive in an active home, especially one with another dog around his size to keep him company and match his energy. Cooper’s zest for life is infectious — he’s the kind of dog who’ll keep you laughing and moving, then happily crash for a nap once the fun’s over. If you’re looking for a playful, social, and slightly cheeky companion, Cooper could be your perfect adventure buddy!","cooper-8",""
"2022-05-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000011335576","Reggie","2025-06-04","MALE","","Reggie is a relaxed and independent boy who’s all about the quiet life. He enjoys a bit of company and is happy to hang out with you, but he’s equally content doing his own thing — the perfect companion for someone who appreciates a low-key, easy-going dog. He does pull a little on the lead (there’s just so much to sniff!), so he’ll need a bit of guidance when it comes to walks. But with a patient and gentle hand, Reggie will soon settle into a lovely routine. If you’re looking for a calm, undemanding friend to share peaceful days with, Reggie might be your perfect match.","reggie-8",""
"2022-05-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000011332727","Jj","2025-06-04","MALE","","JJ is a sweet, happy-go-lucky boy with the playful energy of a puppy and a heart full of love. Confident and full of charm, he’s always ready for fun — whether that’s a zoom around the garden or a goofy game with his canine pals. He’s still working on his lead manners (he’s just so excited to explore!), but with a bit of guidance, he’ll be strutting like a pro in no time. JJ might be cat-workable, but he’s definitely more in his element around other greyhounds or larger dogs. In fact, he’d thrive in a home with a doggy friend to play with and help show him the ropes. If you’re looking for a cheerful, fun-loving companion with a heart of gold, JJ is your guy!","jj-3",""
"2020-08-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000011713002","Usyk","2025-06-04","MALE","","Meet Usyk, a loving male dog who is seeking a simple and fulfilling life with a new family. He's a charismatic chap who adores medium-size canine companions and is always eager to make new friends. His kind-hearted nature and great spirit make him a treat to be around. Usyk is ready to embark on an enriching journey with a family that cherishes mutual growth and learning. He truly embodies the spirit of companionship and will surely become an integral part of your family. His intelligent eyes tell a story of love and loyalty that will reassure you in times of solitude and fill you with joy when times are good. Adventurous yet gentle, Usyk is the perfect companion for a family who enjoys a balance of outdoor activities and cozy time indoors. He's not a demanding pet; a simple life filled with love and care is all he aspires to. His only request? A nice, comfortable spot beside you. With a loving heart that is ready to expand and a spirit that is eager to learn, Usyk is the perfect companion for a family looking forward to welcoming a new member. He's surely the sweetheart you've been looking for. Begin a beautiful journey filled with comfort, companionship, and adventure with this wonderful dog. Usyk is excited to meet his new family and is ready to shower them with his unconditional love.","usyk",""
"2021-04-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000012865653","Angel","2025-06-04","FEMALE","","Angel is a confident, people-loving girl who can’t resist a good cuddle session — she’s basically a professional snuggle expert. When she’s excited, she does a happy little prance that’s guaranteed to brighten your day. She walks beautifully on lead and is always ready to be your loyal companion, whether you’re a busy family or flying solo. Now, here’s the deal: Angel isn’t a fan of small dogs or cats. Think of her as the diva of the dog world who politely requests no tiny four-legged frenemies crashing her party. So, if you don’t have any pint-sized pooches or sneaky cats, Angel is all in for a lifetime of love and fun!","angel-7",""
"2021-12-01","","956000007425762","Jj","2025-06-04","MALE","","JJ is a sweet and gentle boy with a heart full of love and just the right amount of playful mischief. He’s a bit of a slow burner—once he warms up, you’ll discover his fun-loving, zoomie-ready side that’s always up for a quick burst of excitement. JJ walks nicely on lead and enjoys a good balance between lively adventures and laid-back chill time. While he’s not a big fan of cats, his charming personality more than makes up for it! If you’re after a gentle companion with a dash of goofy energy and plenty of love to give, JJ is the perfect match.","jj-2",""
"2021-12-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000007429724","Thor","2025-06-04","MALE","","Thor is one handsome, sweet-natured boy who knows how to keep things cool. This relaxed gentleman is as happy to kick back and chill as he is to join you on an adventure—he’s got the perfect balance of laid-back charm and eager enthusiasm. Thor walks like a dream on lead and absolutely adores pats and cuddles (honestly, who wouldn’t?). He’s fantastic with kids, super low maintenance, and ready to be your loyal sidekick through all of life’s ups and downs. If you want a handsome, easy-going companion who’s all about good vibes and great company, Thor’s your guy!","thor-4",""
"2022-11-01","Hunter Valley (Maitland/ Muswellbrook/Newcastle/Forster)","956000014914351","Mel","2025-06-04","FEMALE","","Mel is a friendly and joyful girl with a playful spirit and a heart full of love. She’s naturally cuddly and thrives on affection, making her the perfect companion for anyone seeking warmth and fun. When she’s out exploring, Mel gets quite excited and enthusiastic, so she may benefit from a little lead training to help her walk calmly and confidently. Whether you’re a family with kids or someone looking for a devoted solo companion, Mel’s sweet and charming personality will quickly win you over. She’s eager to share her love and devotion, and with a bit of guidance, she’ll flourish into the perfect adventure buddy and snuggle partner.","mel-7",""
"2021-04-01","Western Sydney (Londonderry)","956000007434408","Carter","2025-06-04","MALE","","Carter is gentle, walks on a loose leash, and would be the kind of greyhound who could live with respectful kids, or older/elderly folks, due to his laid back nature. He is lovely around dogs big or small here at the centre and would be happy to live with them. Carter would enjoy a small backyard/townhouse to call his own. He can have bursts of quirky excitement like other greyhounds but overall he is a relaxed greyhound. He is great with people in general, loves pats and will snuggle into you (to sneak in a face lick). He loves treats and attention and would do well with a family who are looking for a placid greyhound to add to the family. He is available at the Western Sydney adoption centre.","carter",""
"2020-02-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000007828273","Spud","2025-06-04","MALE","","Spud is a lovable brindle boy with a heart as big as his paws. This gentle giant is the epitome of calm and cuddly, making him the perfect companion for families. Despite his size, Spud is well-mannered and easy to walk on a lead, never pulling or jumping. He adores children and has been living happily in a home with kids. Spud is a true people-lover who thrives on affection and belly rubs. His favourite pastime? Snuggling up on the couch, where he can relax and enjoy the company of his humans. He's also a foodie at heart, always eager for mealtime. Social and friendly, Spud gets along wonderfully with other greyhounds, as well as both large and small dogs, even cats. His easy going nature and big teddy bear personality make him a perfect pet for any loving home, preferably with someone home some of the day, or a home or part-time worker.","spud-2",""
"2015-04-01","Western Sydney (Londonderry)","956000004252752","Ester","2025-06-04","FEMALE","","Ester may have just celebrated her 10th birthday, but this sweet, gentle lady still has so much love to give! Ester has spent some time in a unit apartment foster care home. A well-mannered, affectionate soul, she adores the company of other greyhounds and is open to meeting new friends with a proper introduction—especially other medium or large breeds. Ester’s ideal day includes lounging on a comfy pillow, taking a leisurely walk, and enjoying quiet moments with her humans. Though she’s an “older” gal, Ester still has plenty of spunk and would love a calm, loving home to call her own. She’s the perfect companion for someone looking for a loyal, relaxed dog to share their home, maybe couch, and life’s simple pleasures. Ester is ready to fill your heart with the kind of love only a senior dog can bring—gentle, kind, and full of gratitude. Could you be the one to offer Ester the forever home she deserves? If you’re ready to make her golden years the best yet, come meet this sweet lady today. She’s waiting to shower you with love! 🐾💕","ester",""
