"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2019-03-01","Western Sydney (Londonderry)","956000006354886","Rhys","2025-09-05","MALE","","Rhys is a super affectionate boy and a true “leaner,” always ready for cuddles. He loves to play and even knows how to fetch – a rare talent for a greyhound! Rhys enjoys his walks and is always excited to meet new people along the way. He gets along well with other medium to large dogs, so with a successful meet and greet, he could happily share his home with a canine companion. While he’s shown he can settle well indoors, Rhys would love a home with a yard where he can stretch his legs, play, and bask in the sunshine. A household with adults or older children would be the perfect match for this handsome, playful boy. If you’re after a fun-loving companion with plenty of affection to give, Rhys is ready to steal your heart!","rhys",""
"2018-04-01","Western Sydney (Londonderry)","956000006793724","Snake","2025-09-05","MALE","","Snake is a friendly, affectionate boy who’s ready to bring light and joy into his new home. He’s a clever lad who comes when called, loves his treats, and walks beautifully on lead, making outings a breeze. He has shown positive interactions with other Greyhounds and may be suited to living with another medium to large dog for company. Confident, sweet, and handsome, Snake is eager to start his next chapter with a loving family. If you’re looking for a loyal companion with plenty of charm, Snake might just be the perfect match","snake-1",""
"2020-09-01","Western Sydney (Londonderry)","956000012247652","Judy","2025-09-05","FEMALE","","This beautiful girl is quiet in nature and can’t wait to bring lots of love into her new home! Judy gets along well with her Greyhound mates so she may suit a home with another medium to large breed, pending a meet and greet. A home with adults, older children and someone home more often than not would suit Judy best. Judy walks great on lead, can settle well inside and has attempted stairs so a townhouse or an apartment could be just the place for her. If you're looking for a sweet new addition to your family, Judy might just be the girl for you. Come and meet her at Western Sydney!","judy-1",""
"2020-02-01","Western Sydney (Londonderry)","956000007828273","Spud","2025-09-05","MALE","","This gentle boy is the epitome of calm and cuddly, making him the perfect companion for families. Spud is well-mannered and easy to walk on a lead, never pulling or jumping. He adores children and has been living happily in a home with kids. Spud gets along wonderfully with other greyhounds and friendly medium-larger breeds, best with females. His easy going nature and big teddy bear personality make him a perfect pet part-time or working from home owners, though he can settle on his own for a while. Spud can be adopted at the Western Sydney adoption centre.","spud-2",""
"2023-02-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000015726835","Hawke","2025-09-05","MALE","","Hawke is a playful and happy boy 🐶, full of energy and confidence. He loves toys, gets excited easily, and brings joy wherever he goes! With a safe and slow introduction, Hawke has the potential to become best friends with your smaller dogs and even cats. He’s also great around young children, making him a fun and loving addition to a lively family. ❤️","hawke-1",""
"2020-08-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000012161351","Raffy","2025-09-05","FEMALE","","Raffy is a lounge-loving sweetheart who adores quiet companionship. Perfect for full-time workers or older adopters, she’s happy to rest during the day and curl up on the couch at night. Calm, loyal, and affectionate, Raffy is a gentle friend ready for a loving home.","raffy",""
"2021-10-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000012862219","Gem","2025-09-05","FEMALE","","Petite and beautiful, Gem has been raised with love and care. She’s crate and toilet trained, great with other dogs, and even suitable for apartment living with the right introduction. Gentle, adaptable, and affectionate, Gem is a sparkling addition waiting to brighten your life.","gem-8",""
"2021-04-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011713188","Mikey","2025-09-05","MALE","","Soft-hearted and affectionate, Mikey is wonderful with teenagers and thrives in a family setting. He’s happy to play during the day, cuddle at night, and wait patiently while you’re at work. Gentle, loyal, and always ready for a hug, Mikey is a boy who will quickly steal your heart.","mikey-3",""
"2019-03-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000006702405","Samantha","2025-09-05","FEMALE","","Gentle and affectionate, Samantha has been raised around children and is wonderful with them. Crate-trained, toilet-trained, and adaptable to apartment living, she’s ideal for families or full-time workers. Samantha is a sweet girl with a loving nature, ready to bring warmth into her new family’s life.","samantha",""
"2022-06-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011303026","Tommy","2025-09-05","MALE","","Mr. Cool, Calm and Collect Sweet Boy Tommy is here to brighten your Day. Do you have lounge or soft comfy bed for this boy? He is more than happy to sleep the day away and wait your return. This boy has meet and had some doggie sleep overs with Maltese x and another greyhound. He also enjoyed the company of some young, human siblings from 3yrs of age.","tommy-19",""
"2023-03-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000015748815","Harper","2025-09-05","FEMALE","","Meet Harper – your gentle, loving companion! Harper is a sweet, beautiful-natured little girl. At first she can be a little shy, but soon comes out of her shell & will shower you with affection. She is friendly and loves children 5+, a pat from a stranger or the vet and outings in the car, splashing in ponds, a shell pool or a nice warm hydrobath. She isn't over energetic, loves a walk but ok to miss a day or two. She loves the comforts of her bed at home! Harper gets along with dogs big and small and, once settled, she’s happy on her own – content to rest after her walk, snoozing on her bed or soaking up the sunshine outside. A small yard is fine for her during the day. Harper is a kind and gentle soul would would make a wonderful and loyal companion. 💖","harper-3",""
"2021-07-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000013036566","Dasha","2025-09-05","FEMALE","","Meet Dasha – the darling girl with a playful streak! Dasha is a loving, calm, and confident girl who brings just the right mix of fun and relaxation. She enjoys her morning zoomie, a walk during the day, and another burst of play in the evening – the rest of the time, she’s more than happy to lounge on the couch. She's a cuddly teddy bear! She’s great with little dogs, friendly with other greys, and would suit a family with kids 10+ or a companion home. Dasha is housetrained (she’ll let you know when she needs to go out!) and settles well on her own once comfortable. This chatty girl does have one funny quirk – a love for toilet paper – so keep your bathroom doors closed! With her gentle nature and sweet personality, Dasha will make a wonderful family pet or loving companion.💘","dasha",""
